cpu_socket,mb_socket,ram_type,mb_ram_type,cpu_tdp_w,gpu_tdp_w,psu_wattage,gpu_length_mm,case_form_factor,mb_form_factor,compatible
AM5,AM5,DDR5,DDR5,167,338,850,304,Mini-ITX,ATX,0
AM4,AM4,DDR4,DDR4,118,333,750,277,ATX,ATX,1
AM5,AM4,DDR4,DDR4,121,162,450,216,ATX,ATX,0
AM5,LGA1700,DDR4,DDR4,87,446,750,266,Micro-ATX,ATX,0
AM5,AM5,DDR5,DDR5,98,106,750,322,ATX,ATX,1
AM5,LGA1200,DDR4,DDR4,156,446,850,351,ATX,Micro-ATX,0
AM4,AM4,DDR4,DDR4,145,188,450,313,ATX,Mini-ITX,1
AM5,AM5,DDR5,DDR5,78,352,650,357,Micro-ATX,Mini-ITX,0
AM5,AM5,DDR4,DDR5,169,343,650,326,ATX,Mini-ITX,0
AM4,LGA1700,DDR5,DDR5,80,217,650,185,ATX,ATX,0
LGA1200,AM5,DDR4,DDR5,107,436,550,349,Micro-ATX,ATX,0
LGA1200,LGA1200,DDR4,DDR4,119,210,450,279,ATX,Micro-ATX,1
AM4,LGA1200,DDR4,DDR4,118,159,450,250,Micro-ATX,ATX,0
AM4,AM4,DDR4,DDR4,107,437,1000,346,ATX,Micro-ATX,1
LGA1200,LGA1200,DDR4,DDR4,167,112,850,182,Mini-ITX,Micro-ATX,0
AM4,LGA1200,DDR4,DDR4,88,86,450,208,Micro-ATX,Mini-ITX,0
LGA1700,LGA1700,DDR4,DDR4,156,176,850,227,ATX,Micro-ATX,1
AM5,AM5,DDR5,DDR5,153,367,850,205,Micro-ATX,Mini-ITX,1
AM4,AM5,DDR5,DDR5,149,210,1000,182,ATX,Mini-ITX,0
LGA1200,LGA1200,DDR4,DDR4,135,355,650,295,Micro-ATX,Mini-ITX,1
AM5,AM5,DDR5,DDR5,133,404,450,267,Micro-ATX,Mini-ITX,0
AM4,AM4,DDR4,DDR4,132,142,1000,321,ATX,Mini-ITX,1
AM4,LGA1700,DDR4,DDR4,95,342,550,209,Micro-ATX,Mini-ITX,0
AM4,AM4,DDR4,DDR4,96,170,750,353,ATX,ATX,1
LGA1700,LGA1700,DDR5,DDR5,144,245,650,227,Micro-ATX,Micro-ATX,1
LGA1700,LGA1700,DDR5,DDR5,110,174,850,218,ATX,ATX,1
LGA1200,LGA1200,DDR4,DDR4,161,164,650,232,ATX,ATX,1
AM5,AM5,DDR5,DDR5,140,400,450,253,ATX,Micro-ATX,0
LGA1200,LGA1200,DDR4,DDR4,113,229,650,242,Mini-ITX,Mini-ITX,0
AM4,AM5,DDR5,DDR5,115,164,1000,199,Micro-ATX,Micro-ATX,0
LGA1200,AM5,DDR5,DDR5,93,80,850,197,ATX,Mini-ITX,0
LGA1700,LGA1700,DDR4,DDR4,86,210,850,320,Mini-ITX,ATX,0
LGA1700,LGA1700,DDR5,DDR5,108,439,550,212,ATX,ATX,0
LGA1700,LGA1700,DDR5,DDR5,69,242,450,208,Mini-ITX,Mini-ITX,1
AM5,AM5,DDR5,DDR5,127,204,850,289,Micro-ATX,Micro-ATX,1
AM5,AM5,DDR5,DDR5,91,283,750,230,ATX,ATX,1
AM4,AM4,DDR4,DDR4,91,440,650,226,Micro-ATX,Micro-ATX,1
AM4,AM4,DDR4,DDR4,104,257,450,246,ATX,Mini-ITX,1
LGA1200,LGA1200,DDR4,DDR4,85,329,550,323,Micro-ATX,ATX,0
LGA1700,LGA1700,DDR4,DDR4,99,248,850,210,Micro-ATX,Micro-ATX,1
AM5,AM5,DDR5,DDR5,108,82,1000,223,Mini-ITX,ATX,0
AM5,AM5,DDR5,DDR5,77,377,450,256,Micro-ATX,Micro-ATX,0
AM4,AM4,DDR4,DDR4,119,189,450,251,Micro-ATX,ATX,0
LGA1700,LGA1700,DDR4,DDR4,166,382,450,240,Micro-ATX,Micro-ATX,0
LGA1700,LGA1700,DDR5,DDR5,132,127,450,194,ATX,ATX,1
AM4,AM4,DDR4,DDR4,128,305,1000,237,ATX,Micro-ATX,1
LGA1200,AM4,DDR4,DDR4,75,83,550,228,Mini-ITX,Mini-ITX,0
AM5,AM5,DDR5,DDR5,115,214,1000,298,Micro-ATX,Mini-ITX,1
LGA1700,LGA1700,DDR4,DDR4,75,388,550,277,Mini-ITX,Mini-ITX,0
AM5,AM5,DDR5,DDR5,93,308,850,324,Micro-ATX,Micro-ATX,0
LGA1700,LGA1700,DDR5,DDR5,85,262,550,227,Micro-ATX,Mini-ITX,1
AM5,AM5,DDR5,DDR5,94,86,550,303,Micro-ATX,Micro-ATX,1
AM4,AM4,DDR5,DDR4,129,426,650,273,Micro-ATX,Micro-ATX,0
LGA1200,LGA1200,DDR4,DDR4,131,284,750,335,Mini-ITX,Mini-ITX,0
LGA1700,LGA1700,DDR5,DDR5,160,329,450,189,Mini-ITX,ATX,0
AM4,AM4,DDR4,DDR4,121,385,450,190,ATX,Micro-ATX,0
LGA1200,LGA1200,DDR4,DDR4,72,150,450,273,Mini-ITX,Micro-ATX,0
LGA1700,LGA1200,DDR5,DDR4,166,355,650,235,Micro-ATX,Mini-ITX,0
LGA1200,LGA1200,DDR4,DDR4,119,246,550,193,Micro-ATX,Micro-ATX,1
LGA1200,LGA1200,DDR4,DDR4,98,107,750,334,Micro-ATX,Micro-ATX,0
LGA1700,AM5,DDR4,DDR5,118,168,750,258,ATX,Mini-ITX,0
LGA1200,LGA1200,DDR4,DDR4,88,117,750,294,ATX,Micro-ATX,1
LGA1700,LGA1700,DDR4,DDR4,101,78,1000,295,ATX,Mini-ITX,1
LGA1700,LGA1700,DDR4,DDR5,95,79,450,344,Micro-ATX,ATX,0
AM4,AM4,DDR4,DDR4,138,288,1000,228,Micro-ATX,ATX,0
AM5,LGA1700,DDR5,DDR5,147,324,450,299,Mini-ITX,Mini-ITX,0
AM5,AM5,DDR4,DDR5,107,290,650,271,ATX,Mini-ITX,0
LGA1700,LGA1700,DDR4,DDR4,139,87,1000,271,Micro-ATX,Micro-ATX,1
AM5,AM5,DDR5,DDR5,80,421,850,203,ATX,Micro-ATX,1
AM4,AM4,DDR4,DDR4,107,100,750,229,ATX,ATX,1
LGA1200,AM4,DDR4,DDR4,72,198,850,192,ATX,ATX,0
LGA1200,LGA1200,DDR4,DDR4,149,420,850,223,Mini-ITX,Mini-ITX,1
LGA1700,LGA1700,DDR4,DDR4,150,373,450,323,Mini-ITX,Micro-ATX,0
AM5,AM4,DDR4,DDR4,135,264,450,323,Mini-ITX,ATX,0
LGA1200,LGA1700,DDR5,DDR5,89,193,550,315,Micro-ATX,Micro-ATX,0
LGA1700,LGA1700,DDR5,DDR5,81,301,850,288,Mini-ITX,Micro-ATX,0
LGA1200,AM5,DDR5,DDR5,165,360,550,289,Micro-ATX,Micro-ATX,0
LGA1200,LGA1200,DDR4,DDR4,136,187,750,350,ATX,Micro-ATX,1
LGA1200,LGA1200,DDR4,DDR4,106,364,550,221,Mini-ITX,Mini-ITX,0
AM4,AM4,DDR4,DDR4,109,305,450,291,ATX,ATX,0
AM4,AM4,DDR4,DDR4,163,236,850,221,Micro-ATX,ATX,0
AM5,AM5,DDR5,DDR5,72,353,450,289,Micro-ATX,Micro-ATX,0
LGA1200,LGA1200,DDR4,DDR4,149,324,550,268,Micro-ATX,ATX,0
LGA1200,LGA1200,DDR5,DDR4,163,399,750,231,Mini-ITX,Micro-ATX,0
AM5,AM4,DDR4,DDR4,123,203,450,238,Micro-ATX,Mini-ITX,0
LGA1700,AM4,DDR4,DDR4,87,80,850,285,Mini-ITX,Micro-ATX,0
AM4,AM4,DDR4,DDR4,99,191,550,282,Mini-ITX,Mini-ITX,0
AM4,AM4,DDR4,DDR4,139,117,1000,302,Mini-ITX,Mini-ITX,0
LGA1200,AM4,DDR5,DDR4,102,142,850,193,Mini-ITX,Mini-ITX,0
LGA1700,LGA1700,DDR4,DDR4,84,200,850,340,Micro-ATX,ATX,0
AM4,AM4,DDR4,DDR4,99,387,550,221,Mini-ITX,Mini-ITX,0
LGA1700,LGA1700,DDR4,DDR4,72,163,750,204,Micro-ATX,Mini-ITX,1
AM4,AM4,DDR4,DDR4,144,210,450,270,Mini-ITX,ATX,0
LGA1200,LGA1200,DDR4,DDR4,156,404,1000,215,Micro-ATX,ATX,0
AM5,AM5,DDR5,DDR5,67,104,750,337,ATX,Micro-ATX,1
LGA1200,LGA1200,DDR5,DDR4,135,444,450,196,Micro-ATX,Mini-ITX,0
LGA1200,LGA1200,DDR4,DDR4,74,344,1000,270,ATX,ATX,1
LGA1200,LGA1200,DDR4,DDR4,94,352,650,271,Micro-ATX,Micro-ATX,1
LGA1200,LGA1200,DDR4,DDR4,132,212,1000,255,Micro-ATX,Micro-ATX,1
AM4,LGA1700,DDR4,DDR4,93,325,650,201,Micro-ATX,Mini-ITX,0
AM4,LGA1700,DDR5,DDR5,117,243,450,187,Mini-ITX,Micro-ATX,0
LGA1700,LGA1700,DDR4,DDR4,117,140,550,225,ATX,ATX,1
LGA1200,AM5,DDR5,DDR5,95,110,550,306,Micro-ATX,Mini-ITX,0
LGA1200,LGA1200,DDR4,DDR4,88,93,1000,195,ATX,ATX,1
LGA1200,LGA1200,DDR4,DDR4,161,239,550,224,Mini-ITX,ATX,0
AM5,AM5,DDR5,DDR5,68,370,650,227,Mini-ITX,Mini-ITX,1
AM5,AM4,DDR4,DDR4,107,193,450,228,Micro-ATX,Mini-ITX,0
AM5,AM5,DDR5,DDR5,161,420,450,181,Micro-ATX,ATX,0
AM5,AM5,DDR5,DDR5,88,159,450,274,Micro-ATX,ATX,0
AM5,AM5,DDR5,DDR5,142,81,750,253,ATX,ATX,1
LGA1200,LGA1200,DDR4,DDR4,114,404,650,222,ATX,Mini-ITX,1
LGA1700,LGA1700,DDR4,DDR4,109,431,550,233,ATX,Micro-ATX,0
AM5,AM5,DDR5,DDR5,83,338,450,331,ATX,Mini-ITX,0
AM4,AM4,DDR4,DDR4,68,442,750,334,ATX,Micro-ATX,1
LGA1700,LGA1700,DDR4,DDR5,94,346,1000,334,ATX,Mini-ITX,0
AM5,LGA1200,DDR4,DDR4,103,277,450,220,ATX,Mini-ITX,0
AM5,AM5,DDR5,DDR5,160,380,550,182,Mini-ITX,Mini-ITX,0
LGA1200,LGA1700,DDR5,DDR5,68,110,750,282,Micro-ATX,Mini-ITX,0
LGA1200,LGA1200,DDR4,DDR4,140,342,850,198,ATX,Micro-ATX,1
LGA1700,AM4,DDR4,DDR4,120,332,750,327,Micro-ATX,Mini-ITX,0
AM5,AM5,DDR5,DDR5,151,404,750,322,Micro-ATX,Mini-ITX,0
AM5,AM5,DDR5,DDR5,120,86,450,181,Micro-ATX,Micro-ATX,1
AM4,AM4,DDR4,DDR4,160,232,1000,255,ATX,ATX,1
AM4,AM4,DDR4,DDR4,66,411,550,351,ATX,ATX,0
AM4,AM4,DDR4,DDR4,96,265,850,313,Mini-ITX,ATX,0
AM5,AM5,DDR5,DDR5,90,273,850,228,Mini-ITX,ATX,0
AM4,LGA1200,DDR5,DDR4,87,122,550,205,Micro-ATX,Mini-ITX,0
AM4,AM4,DDR4,DDR4,76,229,450,306,Mini-ITX,Mini-ITX,0
LGA1700,LGA1700,DDR4,DDR4,122,156,450,182,Micro-ATX,Mini-ITX,1
AM5,AM5,DDR5,DDR5,89,220,1000,285,Mini-ITX,Micro-ATX,0
LGA1200,LGA1200,DDR4,DDR4,140,169,850,259,Mini-ITX,Micro-ATX,0
AM4,AM4,DDR4,DDR4,77,120,1000,247,Micro-ATX,ATX,0
LGA1700,LGA1200,DDR4,DDR4,168,204,850,314,ATX,Mini-ITX,0
AM5,AM4,DDR4,DDR4,141,93,1000,219,Micro-ATX,ATX,0
AM4,AM4,DDR4,DDR4,120,318,1000,189,Mini-ITX,ATX,0
LGA1200,LGA1200,DDR4,DDR4,141,330,850,183,Mini-ITX,Micro-ATX,0
AM4,AM4,DDR5,DDR4,136,147,850,214,Micro-ATX,ATX,0
LGA1700,LGA1700,DDR4,DDR5,103,152,1000,194,Micro-ATX,ATX,0
LGA1700,AM4,DDR4,DDR4,146,436,450,245,Mini-ITX,ATX,0
AM5,AM5,DDR5,DDR5,105,197,550,252,Micro-ATX,ATX,0
AM5,LGA1200,DDR4,DDR4,136,134,750,252,Mini-ITX,ATX,0
LGA1200,LGA1200,DDR5,DDR4,68,394,850,192,Mini-ITX,ATX,0
AM5,AM5,DDR5,DDR5,115,203,750,207,ATX,ATX,1
AM4,AM4,DDR4,DDR4,145,116,1000,348,Mini-ITX,Mini-ITX,0
LGA1700,LGA1700,DDR4,DDR4,82,348,450,260,ATX,ATX,0
AM4,AM4,DDR4,DDR4,137,131,750,336,Mini-ITX,ATX,0
AM4,AM4,DDR4,DDR4,139,243,450,197,ATX,ATX,0
LGA1200,LGA1200,DDR4,DDR4,150,203,1000,271,Mini-ITX,ATX,0
LGA1200,LGA1200,DDR4,DDR4,122,363,850,356,Micro-ATX,Mini-ITX,0
LGA1200,LGA1200,DDR4,DDR4,75,320,650,291,ATX,ATX,1
LGA1700,LGA1200,DDR4,DDR4,75,284,750,318,Micro-ATX,Mini-ITX,0
LGA1200,LGA1200,DDR4,DDR4,126,411,450,206,Mini-ITX,Micro-ATX,0
LGA1700,LGA1700,DDR5,DDR5,84,290,750,314,ATX,ATX,1
AM4,AM4,DDR4,DDR4,113,213,750,287,Micro-ATX,Micro-ATX,1
LGA1200,LGA1200,DDR4,DDR4,152,149,550,182,Micro-ATX,Mini-ITX,1
AM5,LGA1700,DDR5,DDR5,68,445,1000,297,Micro-ATX,ATX,0
AM5,AM5,DDR4,DDR5,154,285,650,234,Micro-ATX,Mini-ITX,0
AM4,AM4,DDR4,DDR4,110,291,450,231,ATX,ATX,0
LGA1200,LGA1200,DDR4,DDR4,125,380,750,186,Mini-ITX,Micro-ATX,0
AM4,AM4,DDR4,DDR4,74,199,850,240,Mini-ITX,ATX,0
AM5,AM5,DDR5,DDR5,160,447,550,247,Micro-ATX,Mini-ITX,0
AM5,LGA1700,DDR5,DDR5,158,440,650,307,Mini-ITX,ATX,0
LGA1200,LGA1200,DDR4,DDR4,81,302,650,265,Mini-ITX,Mini-ITX,0
AM4,AM4,DDR4,DDR4,111,154,550,311,ATX,ATX,1
AM4,AM4,DDR4,DDR4,153,255,750,230,ATX,Mini-ITX,1
AM5,LGA1700,DDR5,DDR5,117,342,450,212,ATX,Micro-ATX,0
LGA1700,LGA1700,DDR4,DDR4,146,177,450,189,ATX,Micro-ATX,1
AM5,AM5,DDR5,DDR5,130,328,450,259,Micro-ATX,Mini-ITX,0
LGA1700,AM4,DDR4,DDR4,86,83,650,207,Micro-ATX,Micro-ATX,0
AM5,AM5,DDR5,DDR5,102,329,1000,233,ATX,Mini-ITX,1
LGA1200,LGA1200,DDR4,DDR4,95,173,1000,250,ATX,Mini-ITX,1
AM4,AM5,DDR5,DDR5,79,312,550,284,Mini-ITX,Mini-ITX,0
AM5,LGA1200,DDR4,DDR4,143,437,550,304,Mini-ITX,Micro-ATX,0
LGA1200,LGA1700,DDR4,DDR4,88,338,750,349,ATX,ATX,0
AM4,AM4,DDR5,DDR4,91,334,750,333,Mini-ITX,Micro-ATX,0
AM4,AM4,DDR4,DDR4,133,124,850,294,Mini-ITX,Mini-ITX,0
LGA1200,LGA1200,DDR5,DDR4,166,118,450,269,ATX,Micro-ATX,0
AM5,AM5,DDR5,DDR5,147,373,850,307,Micro-ATX,ATX,0
LGA1200,LGA1200,DDR5,DDR4,118,194,850,217,Mini-ITX,Mini-ITX,0
AM5,AM5,DDR4,DDR5,89,105,850,345,ATX,Mini-ITX,0
LGA1200,LGA1200,DDR4,DDR4,150,286,450,216,Micro-ATX,Micro-ATX,0
AM5,AM5,DDR5,DDR5,161,369,850,295,Micro-ATX,Micro-ATX,1
AM4,AM4,DDR4,DDR4,163,117,1000,271,Mini-ITX,ATX,0
AM5,AM5,DDR5,DDR5,83,352,1000,247,Micro-ATX,Mini-ITX,1
AM4,AM4,DDR4,DDR4,120,356,650,206,Mini-ITX,ATX,0
AM4,LGA1200,DDR4,DDR4,140,359,450,223,ATX,Mini-ITX,0
AM5,AM5,DDR4,DDR5,104,419,850,305,Mini-ITX,Mini-ITX,0
AM5,AM5,DDR5,DDR5,99,411,650,180,Micro-ATX,ATX,0
AM5,AM5,DDR5,DDR5,113,207,750,314,Micro-ATX,ATX,0
LGA1200,LGA1700,DDR5,DDR5,166,432,550,186,Micro-ATX,Mini-ITX,0
LGA1700,LGA1700,DDR4,DDR4,159,342,750,331,ATX,Mini-ITX,1
LGA1700,LGA1700,DDR5,DDR5,125,83,450,275,Mini-ITX,Mini-ITX,0
AM4,AM4,DDR4,DDR4,76,122,750,298,Micro-ATX,Micro-ATX,1
AM4,AM4,DDR4,DDR4,112,268,750,347,Micro-ATX,ATX,0
LGA1700,LGA1700,DDR5,DDR5,125,198,550,197,Micro-ATX,Mini-ITX,1
AM4,AM4,DDR4,DDR4,165,395,450,260,ATX,Micro-ATX,0
AM4,LGA1200,DDR4,DDR4,88,296,450,326,ATX,Micro-ATX,0
AM5,AM5,DDR5,DDR5,132,246,650,262,Mini-ITX,Mini-ITX,0
AM4,AM4,DDR4,DDR4,112,333,650,265,Mini-ITX,ATX,0
AM5,AM5,DDR4,DDR5,109,297,550,188,Micro-ATX,ATX,0
LGA1200,LGA1200,DDR4,DDR4,94,143,650,232,Mini-ITX,Micro-ATX,0
LGA1700,AM5,DDR5,DDR5,138,442,850,236,ATX,ATX,0
LGA1700,LGA1700,DDR4,DDR4,169,107,750,327,ATX,Mini-ITX,1
LGA1700,LGA1700,DDR5,DDR5,145,264,1000,208,Mini-ITX,Micro-ATX,0
LGA1700,LGA1700,DDR4,DDR4,115,292,450,246,ATX,Mini-ITX,0
AM5,AM4,DDR4,DDR4,87,156,450,359,ATX,Mini-ITX,0
LGA1200,LGA1700,DDR4,DDR4,125,133,650,322,Mini-ITX,Mini-ITX,0
AM4,LGA1200,DDR4,DDR4,92,270,550,251,Micro-ATX,Mini-ITX,0
LGA1700,LGA1700,DDR4,DDR5,70,264,850,312,Mini-ITX,Micro-ATX,0
AM4,AM4,DDR4,DDR4,117,149,550,359,ATX,ATX,1
AM5,AM5,DDR4,DDR5,89,292,850,332,Mini-ITX,Mini-ITX,0
AM4,AM4,DDR4,DDR4,129,444,1000,201,ATX,Micro-ATX,1
LGA1200,LGA1200,DDR4,DDR4,130,260,1000,260,Mini-ITX,ATX,0
LGA1700,LGA1700,DDR5,DDR5,115,436,1000,290,Micro-ATX,ATX,0
LGA1200,LGA1200,DDR4,DDR4,108,353,850,210,ATX,Mini-ITX,1
LGA1200,LGA1200,DDR4,DDR4,136,188,450,235,ATX,ATX,1
AM5,AM5,DDR5,DDR5,78,327,650,180,Mini-ITX,Micro-ATX,0
AM5,AM5,DDR4,DDR5,109,336,750,191,Mini-ITX,ATX,0
LGA1200,LGA1200,DDR4,DDR4,90,393,850,328,Mini-ITX,ATX,0
AM4,LGA1700,DDR5,DDR5,149,89,650,180,Micro-ATX,Micro-ATX,0
AM5,AM5,DDR5,DDR5,163,186,850,240,ATX,Mini-ITX,1
AM5,LGA1200,DDR5,DDR4,164,97,650,251,ATX,Mini-ITX,0
LGA1200,LGA1200,DDR4,DDR4,136,440,550,240,ATX,Mini-ITX,0
LGA1700,LGA1700,DDR4,DDR5,145,289,750,211,Micro-ATX,ATX,0
AM4,AM4,DDR4,DDR4,159,132,1000,240,Mini-ITX,Micro-ATX,0
AM5,AM5,DDR5,DDR5,78,106,550,223,Mini-ITX,ATX,0
LGA1200,AM5,DDR5,DDR5,70,389,550,291,Micro-ATX,Micro-ATX,0
LGA1200,LGA1200,DDR5,DDR4,139,105,550,182,ATX,Mini-ITX,0
LGA1200,LGA1200,DDR4,DDR4,105,113,850,354,Micro-ATX,ATX,0
AM5,AM5,DDR5,DDR5,166,239,650,212,Mini-ITX,Mini-ITX,1
AM5,AM5,DDR5,DDR5,96,397,750,305,ATX,Micro-ATX,1
AM4,AM4,DDR4,DDR4,163,105,750,359,ATX,Mini-ITX,1
LGA1700,AM5,DDR5,DDR5,163,324,750,205,Micro-ATX,Mini-ITX,0
LGA1200,AM5,DDR5,DDR5,150,190,850,353,Micro-ATX,Micro-ATX,0
AM5,AM4,DDR4,DDR4,122,404,750,344,ATX,ATX,0
LGA1700,LGA1700,DDR4,DDR4,162,386,850,220,Micro-ATX,Mini-ITX,1
AM4,AM4,DDR4,DDR4,155,201,1000,255,Micro-ATX,Mini-ITX,1
LGA1200,LGA1200,DDR4,DDR4,90,323,450,301,Mini-ITX,Mini-ITX,0
AM5,AM5,DDR4,DDR5,67,240,650,326,Mini-ITX,Micro-ATX,0
LGA1200,LGA1200,DDR4,DDR4,149,308,450,301,Micro-ATX,ATX,0
AM5,AM5,DDR5,DDR5,150,131,1000,338,Mini-ITX,Micro-ATX,0
LGA1200,LGA1200,DDR4,DDR4,103,290,1000,186,Micro-ATX,Mini-ITX,1
AM4,AM4,DDR4,DDR4,142,404,1000,261,Micro-ATX,Micro-ATX,1
LGA1700,LGA1700,DDR4,DDR4,73,149,450,219,Micro-ATX,Micro-ATX,1
AM4,AM4,DDR4,DDR4,112,80,1000,340,Micro-ATX,Mini-ITX,0
LGA1700,LGA1700,DDR5,DDR4,65,163,650,206,ATX,ATX,0
LGA1700,AM5,DDR4,DDR5,127,399,850,357,Mini-ITX,Mini-ITX,0
LGA1200,LGA1200,DDR5,DDR4,76,116,550,313,Micro-ATX,Micro-ATX,0
AM4,AM4,DDR4,DDR4,71,196,650,341,ATX,Micro-ATX,1
AM5,AM5,DDR5,DDR5,126,125,450,223,Mini-ITX,ATX,0
LGA1700,LGA1700,DDR5,DDR4,96,274,550,345,Micro-ATX,Mini-ITX,0
LGA1200,LGA1200,DDR4,DDR4,152,287,550,266,Mini-ITX,Micro-ATX,0
LGA1700,LGA1200,DDR4,DDR4,146,100,850,282,Micro-ATX,Mini-ITX,0
AM5,AM5,DDR5,DDR5,162,412,450,269,Mini-ITX,ATX,0
AM5,AM5,DDR5,DDR5,104,178,750,338,ATX,Micro-ATX,1
AM4,AM4,DDR4,DDR4,134,343,750,327,ATX,ATX,1
AM5,AM5,DDR5,DDR5,65,299,1000,232,ATX,Micro-ATX,1
LGA1200,LGA1700,DDR5,DDR5,90,137,650,317,ATX,Mini-ITX,0
LGA1700,LGA1700,DDR4,DDR4,103,187,550,257,Micro-ATX,ATX,0
AM4,AM4,DDR4,DDR4,136,326,550,337,Micro-ATX,ATX,0
AM4,AM4,DDR4,DDR4,110,419,550,314,Micro-ATX,ATX,0
LGA1200,LGA1200,DDR4,DDR4,154,339,750,207,ATX,Micro-ATX,1
AM5,AM5,DDR4,DDR5,163,255,1000,262,Micro-ATX,ATX,0
LGA1700,AM5,DDR5,DDR5,135,349,750,187,ATX,ATX,0
LGA1200,AM5,DDR5,DDR5,155,347,750,210,Mini-ITX,Micro-ATX,0
AM5,AM5,DDR5,DDR5,126,260,450,344,Mini-ITX,Micro-ATX,0
LGA1700,LGA1700,DDR5,DDR5,108,115,650,320,Micro-ATX,Mini-ITX,1
AM4,AM4,DDR4,DDR4,146,423,450,306,ATX,Micro-ATX,0
AM5,AM5,DDR5,DDR5,145,392,450,282,ATX,Micro-ATX,0
LGA1700,LGA1700,DDR5,DDR5,137,281,450,326,Micro-ATX,ATX,0
LGA1700,AM4,DDR4,DDR4,150,271,1000,208,Micro-ATX,Micro-ATX,0
AM4,AM4,DDR4,DDR4,96,121,750,226,Micro-ATX,Mini-ITX,1
AM5,LGA1200,DDR4,DDR4,167,245,850,324,Micro-ATX,ATX,0
AM5,AM5,DDR5,DDR5,105,373,750,243,ATX,Mini-ITX,1
AM4,LGA1700,DDR5,DDR5,127,192,650,352,Micro-ATX,Micro-ATX,0
AM4,AM4,DDR5,DDR4,159,202,550,230,Mini-ITX,Micro-ATX,0
LGA1200,LGA1200,DDR4,DDR4,149,282,550,191,Micro-ATX,Micro-ATX,1
LGA1700,LGA1700,DDR4,DDR4,113,86,1000,312,ATX,ATX,1
AM4,AM4,DDR4,DDR4,159,177,450,226,ATX,ATX,1
LGA1700,LGA1700,DDR5,DDR5,145,389,750,184,Mini-ITX,Mini-ITX,1
AM5,AM5,DDR5,DDR5,104,226,850,220,ATX,Micro-ATX,1
AM4,AM4,DDR4,DDR4,93,310,450,181,Micro-ATX,ATX,0
LGA1200,LGA1200,DDR4,DDR4,96,425,550,251,Mini-ITX,Micro-ATX,0
LGA1700,LGA1700,DDR5,DDR5,92,264,650,334,Micro-ATX,Mini-ITX,0
LGA1200,LGA1700,DDR4,DDR4,104,321,450,348,Mini-ITX,ATX,0
AM4,AM4,DDR4,DDR4,154,124,550,251,Micro-ATX,Mini-ITX,1
AM4,AM4,DDR4,DDR4,90,306,1000,302,Mini-ITX,ATX,0
LGA1200,LGA1200,DDR4,DDR4,138,308,450,187,Micro-ATX,Mini-ITX,0
AM5,LGA1200,DDR4,DDR4,131,106,850,324,ATX,Micro-ATX,0
AM5,AM5,DDR5,DDR5,164,114,1000,273,ATX,Micro-ATX,1
AM4,LGA1200,DDR4,DDR4,95,133,1000,239,ATX,ATX,0
AM5,LGA1700,DDR5,DDR5,131,368,550,260,Mini-ITX,Micro-ATX,0
LGA1200,AM5,DDR5,DDR5,114,353,550,221,ATX,Mini-ITX,0
LGA1200,AM4,DDR5,DDR4,145,208,850,332,ATX,Micro-ATX,0
AM5,LGA1700,DDR5,DDR5,83,222,750,332,Micro-ATX,ATX,0
AM5,AM4,DDR5,DDR4,159,414,550,234,ATX,ATX,0
LGA1700,LGA1700,DDR5,DDR5,116,402,1000,236,ATX,ATX,1
LGA1200,LGA1200,DDR4,DDR4,107,293,550,321,Micro-ATX,ATX,0
AM4,AM4,DDR4,DDR4,131,175,450,277,Micro-ATX,Mini-ITX,1
AM4,AM4,DDR4,DDR4,86,257,550,237,Micro-ATX,ATX,0
LGA1200,LGA1200,DDR4,DDR4,97,139,450,221,Micro-ATX,Micro-ATX,1
LGA1200,AM5,DDR5,DDR5,114,231,850,204,Mini-ITX,Mini-ITX,0
LGA1700,LGA1700,DDR5,DDR5,95,192,650,305,Mini-ITX,Micro-ATX,0
AM4,AM4,DDR4,DDR4,129,443,550,342,Mini-ITX,Micro-ATX,0
AM5,AM5,DDR5,DDR5,135,165,550,327,Micro-ATX,ATX,0
AM4,AM4,DDR5,DDR4,132,90,1000,348,Mini-ITX,ATX,0
AM4,LGA1200,DDR4,DDR4,83,88,550,291,Micro-ATX,Micro-ATX,0
AM5,AM5,DDR5,DDR5,129,448,550,273,ATX,ATX,0
AM4,AM4,DDR4,DDR4,110,236,450,187,Micro-ATX,Mini-ITX,1
AM5,AM5,DDR5,DDR5,137,266,650,201,ATX,Micro-ATX,1
LGA1700,LGA1700,DDR5,DDR5,71,288,1000,356,Mini-ITX,ATX,0
LGA1700,LGA1700,DDR4,DDR4,169,114,1000,274,ATX,Micro-ATX,1
AM4,AM4,DDR5,DDR4,137,88,550,186,Mini-ITX,Mini-ITX,0
LGA1200,LGA1200,DDR4,DDR4,142,325,650,180,Mini-ITX,Mini-ITX,1
LGA1200,AM4,DDR4,DDR4,160,159,850,268,ATX,Mini-ITX,0
AM5,LGA1200,DDR4,DDR4,98,83,650,355,ATX,Mini-ITX,0
LGA1700,LGA1700,DDR5,DDR5,119,351,650,258,Mini-ITX,Mini-ITX,0
LGA1700,LGA1700,DDR5,DDR5,110,241,450,351,Mini-ITX,ATX,0
AM4,AM5,DDR5,DDR5,150,385,1000,223,Mini-ITX,ATX,0
AM4,AM4,DDR4,DDR4,169,84,550,322,Micro-ATX,Micro-ATX,0
AM5,AM5,DDR5,DDR5,88,370,550,192,Micro-ATX,Micro-ATX,1
